"Year","Plot","Tag","Taxon","X..cm.","Y..cm.","Tag.offset.x","Tag.offset.y","Length..cm.","Height..cm.","X..Capitulescences","Is.seedling","Died.this.census.final","Length..cm..prev","Growth","Survival","Is.recruit"
2018,"37","797*A","Lupinus argenteus",65,75,-10,-10,0,0,0,0,1,3.5,-3.5,0,0
2014,"37","798*A","Ivesia gordonii",52,80,-10,-10,14,4,2,0,0,NA,NA,1,NA
2015,"37","798*A","Ivesia gordonii",52,80,-10,-10,9,3,1,0,0,14,-5,1,0
2016,"37","798*A","Ivesia gordonii",52,80,-10,-10,14,6,7,0,0,9,5,1,0
2017,"37","798*A","Ivesia gordonii",52,80,-10,-10,9.5,3,0,0,0,14,-4.5,1,0
2018,"37","798*A","Ivesia gordonii",52,80,-10,-10,10,3.5,0,0,0,9.5,0.5,1,0
2019,"37","798*A","Ivesia gordonii",52,80,-10,-10,13.5,6,1,0,0,10,3.5,1,0
2020,"37","798*A","Ivesia gordonii",52,80,-10,-10,20,6,6,0,0,13.5,6.5,1,0
2021,"37","798*A","Ivesia gordonii",52,80,-10,-10,14,4,6,0,0,20,-6,1,0
2022,"37","798*A","Ivesia gordonii",52,80,-10,-10,21,8,36,0,0,14,7,1,0
2014,"37","799*A","Lupinus argenteus",112,12,-10,-10,15,5,0,0,0,NA,NA,1,NA
2015,"37","799*A","Lupinus argenteus",112,12,-10,-10,10.5,3.5,0,0,0,15,-4.5,1,0
2016,"37","799*A","Lupinus argenteus",112,12,-10,-10,0,0,0,0,1,10.5,-10.5,0,0
2014,"1","8*A","Ivesia gordonii",194,53,-10,-10,13,4,6,0,0,NA,NA,1,NA
2015,"1","8*A","Ivesia gordonii",194,53,-10,-10,11,4,3,0,0,13,-2,1,0
2016,"1","8*A","Ivesia gordonii",194,53,-10,-10,12.9,5.5,10,0,0,11,1.9,1,0
2017,"1","8*A","Ivesia gordonii",194,53,-10,-10,0,0,0,0,1,12.9,-12.9,0,0
2014,"8","80*A","Lupinus argenteus",105,90,-10,-10,23,13,1,0,0,NA,NA,1,NA
2015,"8","80*A","Lupinus argenteus",105,90,-10,-10,0.7,1.5,0,0,0,23,-22.3,1,0
2016,"8","80*A","Lupinus argenteus",105,90,-10,-10,0,0,0,0,1,0.7,-0.7,0,0
2014,"37","800*A","Lupinus argenteus",160,30,-10,-10,22,12,1,0,0,NA,NA,1,NA
2015,"37","800*A","Lupinus argenteus",160,30,-10,-10,5,3,0,0,0,22,-17,1,0
2016,"37","800*A","Lupinus argenteus",160,30,-10,-10,0,0,0,0,1,5,-5,0,0
2014,"37","801*A","Lupinus argenteus",162,35,0,10,9,6,0,0,0,NA,NA,1,NA
2015,"37","801*A","Lupinus argenteus",162,35,0,10,1.5,1.5,0,0,0,9,-7.5,1,0
2016,"37","801*A","Lupinus argenteus",162,35,0,10,0,0,0,0,1,1.5,-1.5,0,0
2014,"37","802*A","Lupinus argenteus",165,35,0,10,19,11,0,0,0,NA,NA,1,NA
2015,"37","802*A","Lupinus argenteus",165,35,0,10,12,7,0,0,0,19,-7,1,0
2016,"37","802*A","Lupinus argenteus",165,35,0,10,15,8,0,0,0,12,3,1,0
2017,"37","802*A","Lupinus argenteus",165,35,0,10,0,0,0,0,1,15,-15,0,0
2014,"37","803*A","Lupinus argenteus",182,22,-10,-10,11,8,0,0,0,NA,NA,1,NA
2015,"37","803*A","Lupinus argenteus",182,22,-10,-10,0,0,0,0,1,11,-11,0,0
2014,"37","804*A","Lupinus argenteus",180,40,-10,-10,17,13,2,0,0,NA,NA,1,NA
2015,"37","804*A","Lupinus argenteus",180,40,-10,-10,24,14,3,0,0,17,7,1,0
2016,"37","804*A","Lupinus argenteus",180,40,-10,-10,13,10,0,0,0,24,-11,1,0
2017,"37","804*A","Lupinus argenteus",180,40,-10,-10,0,0,0,0,1,13,-13,0,0
2014,"37","805*A","Heterotheca villosa",185,40,-10,-10,12,9,1,0,0,NA,NA,1,NA
2015,"37","805*A","Heterotheca villosa",185,40,-10,-10,15,8,0,0,0,12,3,1,0
2016,"37","805*A","Heterotheca villosa",185,40,-10,-10,4,3,0,0,0,15,-11,1,0
2017,"37","805*A","Heterotheca villosa",185,40,-10,-10,0.9,0.5,0,0,0,4,-3.1,1,0
2018,"37","805*A","Heterotheca villosa",185,40,-10,-10,0,0,0,0,1,0.9,-0.9,0,0
2014,"37","806*A","Lupinus argenteus",185,45,-10,-10,14,8,0,0,0,NA,NA,1,NA
2015,"37","806*A","Lupinus argenteus",185,45,-10,-10,12,7,0,0,0,14,-2,1,0
2016,"37","806*A","Lupinus argenteus",185,45,-10,-10,20,13,1,0,0,12,8,1,0
2017,"37","806*A","Lupinus argenteus",185,45,-10,-10,1,1,0,0,0,20,-19,1,0
2018,"37","806*A","Lupinus argenteus",185,45,-10,-10,0,0,0,0,1,1,-1,0,0
2014,"37","807*A","Lupinus argenteus",160,50,-10,-10,11,7,0,0,0,NA,NA,1,NA
2015,"37","807*A","Lupinus argenteus",160,50,-10,-10,1.5,1,0,0,0,11,-9.5,1,0
2016,"37","807*A","Lupinus argenteus",160,50,-10,-10,5,5,0,0,0,1.5,3.5,1,0
2017,"37","807*A","Lupinus argenteus",160,50,-10,-10,3.5,4,0,0,0,5,-1.5,1,0
2018,"37","807*A","Lupinus argenteus",160,50,-10,-10,0,0,0,0,1,3.5,-3.5,0,0
2014,"37","808*A","Ivesia gordonii",146,163,-10,-10,14,5,5,0,0,NA,NA,1,NA
2015,"37","808*A","Ivesia gordonii",146,163,-10,-10,13,4,6,0,0,14,-1,1,0
2016,"37","808*A","Ivesia gordonii",146,163,-10,-10,15,5,14,0,0,13,2,1,0
2017,"37","808*A","Ivesia gordonii",146,163,-10,-10,12,4,1,0,0,15,-3,1,0
2018,"37","808*A","Ivesia gordonii",146,163,-10,-10,12,5.5,0,0,0,12,0,1,0
2019,"37","808*A","Ivesia gordonii",146,163,-10,-10,18,8,4,0,0,12,6,1,0
2020,"37","808*A","Ivesia gordonii",146,163,-10,-10,19,7,17,0,0,18,1,1,0
2021,"37","808*A","Ivesia gordonii",146,163,-10,-10,0,0,0,0,1,19,-19,0,0
2014,"37","809*A","Ivesia gordonii",117,163,0,10,7,5,0,0,0,NA,NA,1,NA
2015,"37","809*A","Ivesia gordonii",117,163,0,10,7,7,1,0,0,7,0,1,0
2016,"37","809*A","Ivesia gordonii",117,163,0,10,8,3,3,0,0,7,1,1,0
2017,"37","809*A","Ivesia gordonii",117,163,0,10,2.5,2,0,0,0,8,-5.5,1,0
2018,"37","809*A","Ivesia gordonii",117,163,0,10,6,3.5,0,0,0,2.5,3.5,1,0
2019,"37","809*A","Ivesia gordonii",117,163,0,10,13,4,0,0,0,6,7,1,0
2020,"37","809*A","Ivesia gordonii",117,163,0,10,16,5,1,0,0,13,3,1,0
2021,"37","809*A","Ivesia gordonii",117,163,0,10,0,0,0,0,1,16,-16,0,0
2014,"8","81*A","Ivesia gordonii",96,83,-10,-10,2,2,0,0,0,NA,NA,1,NA
2015,"8","81*A","Ivesia gordonii",96,83,-10,-10,5,3.5,0,0,0,2,3,1,0
2016,"8","81*A","Ivesia gordonii",96,83,-10,-10,7,5,0,0,0,5,2,1,0
2017,"8","81*A","Ivesia gordonii",96,83,-10,-10,10,8,4,0,0,7,3,1,0
2018,"8","81*A","Ivesia gordonii",96,83,-10,-10,17,7.5,0,0,0,10,7,1,0
2019,"8","81*A","Ivesia gordonii",96,83,-10,-10,20,9,2,0,0,17,3,1,0
2020,"8","81*A","Ivesia gordonii",96,83,-10,-10,16.5,9,0,0,0,20,-3.5,1,0
2021,"8","81*A","Ivesia gordonii",96,83,-10,-10,17.5,8.5,2,0,0,16.5,1,1,0
2022,"8","81*A","Ivesia gordonii",96,83,-10,-10,19.5,6,1,0,0,17.5,2,1,0
2014,"37","810*A","Ivesia gordonii",105,169,-10,-10,14,5,0,0,0,NA,NA,1,NA
2015,"37","810*A","Ivesia gordonii",105,169,-10,-10,15,5,18,0,0,14,1,1,0
2016,"37","810*A","Ivesia gordonii",105,169,-10,-10,10,7,3,0,0,15,-5,1,0
2017,"37","810*A","Ivesia gordonii",105,169,-10,-10,11,6,1,0,0,10,1,1,0
2018,"37","810*A","Ivesia gordonii",105,169,-10,-10,21,7,5,0,0,11,10,1,0
2019,"37","810*A","Ivesia gordonii",105,169,-10,-10,14.5,9,0,0,0,21,-6.5,1,0
2020,"37","810*A","Ivesia gordonii",105,169,-10,-10,21.5,7.5,8,0,0,14.5,7,1,0
2021,"37","810*A","Ivesia gordonii",105,169,-10,-10,0,0,0,0,1,21.5,-21.5,0,0
2014,"37","811*A","Lupinus argenteus",95,175,-10,-10,13,8,0,0,0,NA,NA,1,NA
2015,"37","811*A","Lupinus argenteus",95,175,-10,-10,22,11,7,0,0,13,9,1,0
2016,"37","811*A","Lupinus argenteus",95,175,-10,-10,21,13,3,0,0,22,-1,1,0
2017,"37","811*A","Lupinus argenteus",95,175,-10,-10,0,0,0,0,1,21,-21,0,0
2014,"37","812*A","Lupinus argenteus",10,200,0,-10,17,9,1,0,0,NA,NA,1,NA
2015,"37","812*A","Lupinus argenteus",10,200,0,-10,12,9,0,0,0,17,-5,1,0
2016,"37","812*A","Lupinus argenteus",10,200,0,-10,20,12,0,0,0,12,8,1,0
2017,"37","812*A","Lupinus argenteus",10,200,0,-10,11,6,0,0,0,20,-9,1,0
2018,"37","812*A","Lupinus argenteus",10,200,0,-10,0,0,0,0,1,11,-11,0,0
2014,"37","813*A","Lupinus argenteus",0,200,0,-10,35,14,5,0,0,NA,NA,1,NA
2015,"37","813*A","Lupinus argenteus",0,200,0,-10,20,10,2,0,0,35,-15,1,0
2016,"37","813*A","Lupinus argenteus",0,200,0,-10,21,14,1,0,0,20,1,1,0
2017,"37","813*A","Lupinus argenteus",0,200,0,-10,8.5,5,0,0,0,21,-12.5,1,0
2018,"37","813*A","Lupinus argenteus",0,200,0,-10,0,0,0,0,1,8.5,-8.5,0,0
2014,"37","814*A","Ivesia gordonii",62,116,-10,-10,15,4,0,0,0,NA,NA,1,NA
2015,"37","814*A","Ivesia gordonii",62,116,-10,-10,12,4,0,0,0,15,-3,1,0
2016,"37","814*A","Ivesia gordonii",62,116,-10,-10,13,5,7,0,0,12,1,1,0
2017,"37","814*A","Ivesia gordonii",62,116,-10,-10,10,6,1,0,0,13,-3,1,0
2018,"37","814*A","Ivesia gordonii",62,116,-10,-10,9.5,3.5,0,0,0,10,-0.5,1,0
2019,"37","814*A","Ivesia gordonii",62,116,-10,-10,14.5,3.5,0,0,0,9.5,5,1,0
2020,"37","814*A","Ivesia gordonii",62,116,-10,-10,15.5,4,0,0,0,14.5,1,1,0
2021,"37","814*A","Ivesia gordonii",62,116,-10,-10,0,0,0,0,1,15.5,-15.5,0,0
2014,"37","815*A","Ivesia gordonii",83,121,-10,-10,10,3,5,0,0,NA,NA,1,NA
2015,"37","815*A","Ivesia gordonii",83,121,-10,-10,14,4,2,0,0,10,4,1,0
2016,"37","815*A","Ivesia gordonii",83,121,-10,-10,14.5,5,7,0,0,14,0.5,1,0
2017,"37","815*A","Ivesia gordonii",83,121,-10,-10,13,4,2,0,0,14.5,-1.5,1,0
2018,"37","815*A","Ivesia gordonii",83,121,-10,-10,12.5,3,0,0,0,13,-0.5,1,0
2019,"37","815*A","Ivesia gordonii",83,121,-10,-10,14,3.5,2,0,0,12.5,1.5,1,0
2020,"37","815*A","Ivesia gordonii",83,121,-10,-10,14,5.5,3,0,0,14,0,1,0
2021,"37","815*A","Ivesia gordonii",83,121,-10,-10,0,0,0,0,1,14,-14,0,0
2014,"37","816*A","Eriogonum umbellatum",103,128,-10,-10,17,2,0,0,0,NA,NA,1,NA
2015,"37","816*A","Eriogonum umbellatum",103,128,-10,-10,19,3,3,0,0,17,2,1,0
2016,"37","816*A","Eriogonum umbellatum",103,128,-10,-10,23,3,6,0,0,19,4,1,0
2017,"37","816*A","Eriogonum umbellatum",103,128,-10,-10,22,3,8,0,0,23,-1,1,0
2018,"37","816*A","Eriogonum umbellatum",103,128,-10,-10,19,1.5,13,0,0,22,-3,1,0
2019,"37","816*A","Eriogonum umbellatum",103,128,-10,-10,17,4.5,2,0,0,19,-2,1,0
2020,"37","816*A","Eriogonum umbellatum",103,128,-10,-10,16,2.5,3,0,0,17,-1,1,0
2021,"37","816*A","Eriogonum umbellatum",103,128,-10,-10,16.5,1.5,0,0,0,16,0.5,1,0
2022,"37","816*A","Eriogonum umbellatum",103,128,-10,-10,18.5,2.6,2,0,0,16.5,2,1,0
2014,"37","817*A","Achnatherum lettermanii",100,135,-10,-10,10,7,0,0,0,NA,NA,1,NA
2015,"37","817*A","Achnatherum lettermanii",100,135,-10,-10,12,13,7,0,0,10,2,1,0
2016,"37","817*A","Achnatherum lettermanii",100,135,-10,-10,19,18,28,0,0,12,7,1,0
2017,"37","817*A","Achnatherum lettermanii",100,135,-10,-10,14,9,0,0,0,19,-5,1,0
2018,"37","817*A","Achnatherum lettermanii",100,135,-10,-10,0,0,0,0,1,14,-14,0,0
2014,"37","818*A","Heterotheca villosa",103,115,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2015,"37","818*A","Heterotheca villosa",103,115,-10,-10,1.5,1,0,0,0,0.5,1,1,0
2016,"37","818*A","Heterotheca villosa",103,115,-10,-10,2,2,0,0,0,1.5,0.5,1,0
2017,"37","818*A","Heterotheca villosa",103,115,-10,-10,3.5,3,0,0,0,2,1.5,1,0
2018,"37","818*A","Heterotheca villosa",103,115,-10,-10,5.5,1.5,0,0,0,3.5,2,1,0
2019,"37","818*A","Heterotheca villosa",103,115,-10,-10,9,3.5,0,0,0,5.5,3.5,1,0
2020,"37","818*A","Heterotheca villosa",103,115,-10,-10,7.5,4,0,0,0,9,-1.5,1,0
2021,"37","818*A","Heterotheca villosa",103,115,-10,-10,0,0,0,0,1,7.5,-7.5,0,0
2014,"37","819*A","Lupinus argenteus",85,110,-10,-10,17,10,0,0,0,NA,NA,1,NA
2015,"37","819*A","Lupinus argenteus",85,110,-10,-10,12,4,0,0,0,17,-5,1,0
2016,"37","819*A","Lupinus argenteus",85,110,-10,-10,0,0,0,0,1,12,-12,0,0
2014,"8","82*A","Lupinus argenteus",130,50,-10,-10,21,9,0,0,0,NA,NA,1,NA
2015,"8","82*A","Lupinus argenteus",130,50,-10,-10,15,7,0,0,0,21,-6,1,0
2016,"8","82*A","Lupinus argenteus",130,50,-10,-10,0,0,0,0,1,15,-15,0,0
2014,"37","820*A","Ivesia gordonii",89,105,-10,-10,16,7,3,0,0,NA,NA,1,NA
2015,"37","820*A","Ivesia gordonii",89,105,-10,-10,10,5,8,0,0,16,-6,1,0
2016,"37","820*A","Ivesia gordonii",89,105,-10,-10,7.5,3,0,0,0,10,-2.5,1,0
2017,"37","820*A","Ivesia gordonii",89,105,-10,-10,10,4,3,0,0,7.5,2.5,1,0
2018,"37","820*A","Ivesia gordonii",89,105,-10,-10,10.5,5,2,0,0,10,0.5,1,0
2019,"37","820*A","Ivesia gordonii",89,105,-10,-10,15,7.5,0,0,0,10.5,4.5,1,0
2020,"37","820*A","Ivesia gordonii",89,105,-10,-10,17,4,11,0,0,15,2,1,0
2021,"37","820*A","Ivesia gordonii",89,105,-10,-10,0,0,0,0,1,17,-17,0,0
2014,"37","821*A","Lupinus argenteus",73,100,-10,-10,6,5,0,0,0,NA,NA,1,NA
2015,"37","821*A","Lupinus argenteus",73,100,-10,-10,9,5,0,0,0,6,3,1,0
2016,"37","821*A","Lupinus argenteus",73,100,-10,-10,0,0,0,0,1,9,-9,0,0
2014,"37","822*A","Ivesia gordonii",83,83,-10,-10,10,3,0,0,0,NA,NA,1,NA
2015,"37","822*A","Ivesia gordonii",83,83,-10,-10,11,3.5,7,0,0,10,1,1,0
2016,"37","822*A","Ivesia gordonii",83,83,-10,-10,8,3,1,0,0,11,-3,1,0
2017,"37","822*A","Ivesia gordonii",83,83,-10,-10,8,2.5,0,0,0,8,0,1,0
2018,"37","822*A","Ivesia gordonii",83,83,-10,-10,11,3,1,0,0,8,3,1,0
2019,"37","822*A","Ivesia gordonii",83,83,-10,-10,10.5,3,1,0,0,11,-0.5,1,0
2020,"37","822*A","Ivesia gordonii",83,83,-10,-10,11,3,4,0,0,10.5,0.5,1,0
2021,"37","822*A","Ivesia gordonii",83,83,-10,-10,0,0,0,0,1,11,-11,0,0
2014,"37","823*A","Ivesia gordonii",103,108,-10,-10,2,1,0,0,0,NA,NA,1,NA
2015,"37","823*A","Ivesia gordonii",103,108,-10,-10,3.5,2.5,0,0,0,2,1.5,1,0
2016,"37","823*A","Ivesia gordonii",103,108,-10,-10,6,3,0,0,0,3.5,2.5,1,0
2017,"37","823*A","Ivesia gordonii",103,108,-10,-10,4.5,3,0,0,0,6,-1.5,1,0
2018,"37","823*A","Ivesia gordonii",103,108,-10,-10,5,2,0,0,0,4.5,0.5,1,0
2019,"37","823*A","Ivesia gordonii",103,108,-10,-10,8,2.5,1,0,0,5,3,1,0
2020,"37","823*A","Ivesia gordonii",103,108,-10,-10,8,5.5,7,0,0,8,0,1,0
2021,"37","823*A","Ivesia gordonii",103,108,-10,-10,0,0,0,0,1,8,-8,0,0
2014,"37","824*A","Ivesia gordonii",104,99,-10,-10,11,4,3,0,0,NA,NA,1,NA
2015,"37","824*A","Ivesia gordonii",104,99,-10,-10,11,6,4,0,0,11,0,1,0
2016,"37","824*A","Ivesia gordonii",104,99,-10,-10,8,3,12,0,0,11,-3,1,0
2017,"37","824*A","Ivesia gordonii",104,99,-10,-10,7,4.5,0,0,0,8,-1,1,0
2018,"37","824*A","Ivesia gordonii",104,99,-10,-10,17,3,2,0,0,7,10,1,0
2019,"37","824*A","Ivesia gordonii",104,99,-10,-10,13.5,4,1,0,0,17,-3.5,1,0
2020,"37","824*A","Ivesia gordonii",104,99,-10,-10,15,5.5,8,0,0,13.5,1.5,1,0
2021,"37","824*A","Ivesia gordonii",104,99,-10,-10,0,0,0,0,1,15,-15,0,0
2014,"38","825*A","Ivesia gordonii",135,120,-10,-10,1,1,0,1,0,NA,NA,1,1
2015,"38","825*A","Ivesia gordonii",135,120,-10,-10,0.5,0.7,0,0,0,1,-0.5,1,0
2016,"38","825*A","Ivesia gordonii",135,120,-10,-10,1,0.5,0,0,0,0.5,0.5,1,0
2017,"38","825*A","Ivesia gordonii",135,120,-10,-10,0,0,0,0,1,1,-1,0,0
2014,"38","826*A","Ivesia gordonii",165,100,-10,-10,0.5,0.5,0,0,0,NA,NA,1,NA
2015,"38","826*A","Ivesia gordonii",165,100,-10,-10,0.7,0.7,0,0,0,0.5,0.2,1,0
2016,"38","826*A","Ivesia gordonii",165,100,-10,-10,0.9,0.8,0,0,0,0.7,0.2,1,0
2017,"38","826*A","Ivesia gordonii",165,100,-10,-10,0,0,0,0,1,0.9,-0.9,0,0
2014,"39","827*A","Eriogonum umbellatum",51,70,-10,-10,7,1,0,0,0,NA,NA,1,NA
2015,"39","827*A","Eriogonum umbellatum",51,70,-10,-10,10,2,0,0,0,7,3,1,0
2016,"39","827*A","Eriogonum umbellatum",51,70,-10,-10,7,2,0,0,0,10,-3,1,0
2017,"39","827*A","Eriogonum umbellatum",51,70,-10,-10,10.5,2.5,0,0,0,7,3.5,1,0
2018,"39","827*A","Eriogonum umbellatum",51,70,-10,-10,11,1.5,0,0,0,10.5,0.5,1,0
2019,"39","827*A","Eriogonum umbellatum",51,70,-10,-10,11.9,2,1,0,0,11,0.9,1,0
2020,"39","827*A","Eriogonum umbellatum",51,70,-10,-10,13,2.5,1,0,0,11.9,1.1,1,0
2021,"39","827*A","Eriogonum umbellatum",51,70,-10,-10,14.5,1,5,0,0,13,1.5,1,0
2022,"39","827*A","Eriogonum umbellatum",51,70,-10,-10,15.5,2.5,6,0,0,14.5,1,1,0
2014,"39","828*A","Lupinus argenteus",175,170,-10,-10,9,6,0,0,0,NA,NA,1,NA
2015,"39","828*A","Lupinus argenteus",175,170,-10,-10,6,3.5,0,0,0,9,-3,1,0
2016,"39","828*A","Lupinus argenteus",175,170,-10,-10,7,4.5,0,0,0,6,1,1,0
2017,"39","828*A","Lupinus argenteus",175,170,-10,-10,3,2,0,0,0,7,-4,1,0
2018,"39","828*A","Lupinus argenteus",175,170,-10,-10,0,0,0,0,1,3,-3,0,0
2014,"40","829*A","Lupinus argenteus",50,15,-10,-10,10,8,0,0,0,NA,NA,1,NA
2015,"40","829*A","Lupinus argenteus",50,15,-10,-10,20,12,4,0,0,10,10,1,0
2016,"40","829*A","Lupinus argenteus",50,15,-10,-10,0,0,0,0,1,20,-20,0,0
2014,"9","83*A","Ivesia gordonii",60,75,-10,-10,4,1,0,0,0,NA,NA,1,NA
2015,"9","83*A","Ivesia gordonii",60,75,-10,-10,6,4,0,0,0,4,2,1,0
2016,"9","83*A","Ivesia gordonii",60,75,-10,-10,7.5,4,0,0,0,6,1.5,1,0
2017,"9","83*A","Ivesia gordonii",60,75,-10,-10,8,4,1,0,0,7.5,0.5,1,0
2018,"9","83*A","Ivesia gordonii",60,75,-10,-10,0,0,0,0,1,8,-8,0,0
2014,"40","830*A","Lupinus argenteus",50,18,-10,-10,18,10,0,0,0,NA,NA,1,NA
2015,"40","830*A","Lupinus argenteus",50,18,-10,-10,0,0,0,0,1,18,-18,0,0
2014,"40","831*A","Lupinus argenteus",50,22,-10,-10,8,7,0,0,0,NA,NA,1,NA
2015,"40","831*A","Lupinus argenteus",50,22,-10,-10,0,0,0,0,1,8,-8,0,0
2014,"40","832*A","Lupinus argenteus",50,25,-10,-10,15,8,0,0,0,NA,NA,1,NA
2015,"40","832*A","Lupinus argenteus",50,25,-10,-10,12,11,0,0,0,15,-3,1,0
2016,"40","832*A","Lupinus argenteus",50,25,-10,-10,0,0,0,0,1,12,-12,0,0
2014,"40","833*A","Elymus lanceolatus",60,0,0,5,2,16,1,0,0,NA,NA,1,NA
2015,"40","833*A","Elymus lanceolatus",60,0,0,5,8,11,0,0,0,2,6,1,0
2016,"40","833*A","Elymus lanceolatus",60,0,0,5,9,13,1,0,0,8,1,1,0
2017,"40","833*A","Elymus lanceolatus",60,0,0,5,5,8,0,0,0,9,-4,1,0
2018,"40","833*A","Elymus lanceolatus",60,0,0,5,19.5,14,1,0,0,5,14.5,1,0
2019,"40","833*A","Elymus lanceolatus",60,0,0,5,15,25,1,0,1,19.5,-4.5,0,0
2014,"40","834*A","Elymus lanceolatus",62,0,0,5,3,11,0,0,0,NA,NA,1,NA
2015,"40","834*A","Elymus lanceolatus",62,0,0,5,12,17,2,0,0,3,9,1,0
2016,"40","834*A","Elymus lanceolatus",62,0,0,5,22,17,5,0,0,12,10,1,0
2017,"40","834*A","Elymus lanceolatus",62,0,0,5,29,28,6,0,0,22,7,1,0
2018,"40","834*A","Elymus lanceolatus",62,0,0,5,33,23.5,31,0,0,29,4,1,0
2019,"40","834*A","Elymus lanceolatus",62,0,0,5,27.5,29.5,46,0,0,33,-5.5,1,0
2020,"40","834*A","Elymus lanceolatus",62,0,0,5,23,18,3,0,0,27.5,-4.5,1,0
2021,"40","834*A","Elymus lanceolatus",62,0,0,5,25,23.5,1,0,0,23,2,1,0
2022,"40","834*A","Elymus lanceolatus",62,0,0,5,14,16,0,0,0,25,-11,1,0
2014,"40","835*A","Eriogonum umbellatum",75,10,0,10,16,3,0,0,0,NA,NA,1,NA
2015,"40","835*A","Eriogonum umbellatum",75,10,0,10,19,3,0,0,0,16,3,1,0
2016,"40","835*A","Eriogonum umbellatum",75,10,0,10,18,2.5,1,0,0,19,-1,1,0
2017,"40","835*A","Eriogonum umbellatum",75,10,0,10,13.4,3,0,0,0,18,-4.6,1,0
2018,"40","835*A","Eriogonum umbellatum",75,10,0,10,11.5,1.5,0,0,0,13.4,-1.9,1,0
2019,"40","835*A","Eriogonum umbellatum",75,10,0,10,9.5,7,0,0,0,11.5,-2,1,0
2020,"40","835*A","Eriogonum umbellatum",75,10,0,10,0,0,0,0,1,9.5,-9.5,0,0
2014,"40","836*A","Heterotheca villosa",80,10,0,10,6,3,0,0,0,NA,NA,1,NA
2015,"40","836*A","Heterotheca villosa",80,10,0,10,9,3,0,0,0,6,3,1,0
2016,"40","836*A","Heterotheca villosa",80,10,0,10,11,5,2,0,0,9,2,1,0
2017,"40","836*A","Heterotheca villosa",80,10,0,10,12,7,2,0,0,11,1,1,0
2018,"40","836*A","Heterotheca villosa",80,10,0,10,0,0,0,0,1,12,-12,0,0
2014,"40","837*A","Lupinus argenteus",40,65,-10,-10,12,7,0,0,0,NA,NA,1,NA
2015,"40","837*A","Lupinus argenteus",40,65,-10,-10,13,6,0,0,0,12,1,1,0
2016,"40","837*A","Lupinus argenteus",40,65,-10,-10,0,0,0,0,1,13,-13,0,0
2014,"41","838*A","Ivesia gordonii",62,15,-10,-10,10,4,6,0,0,NA,NA,1,NA
2015,"41","838*A","Ivesia gordonii",62,15,-10,-10,15.5,6,10,0,0,10,5.5,1,0
2016,"41","838*A","Ivesia gordonii",62,15,-10,-10,15,5,32,0,0,15.5,-0.5,1,0
2017,"41","838*A","Ivesia gordonii",62,15,-10,-10,0,0,0,0,1,15,-15,0,0
2014,"41","839*A","Ivesia gordonii",95,70,-10,-10,13,4,19,0,0,NA,NA,1,NA
2015,"41","839*A","Ivesia gordonii",95,70,-10,-10,15,8,9,0,0,13,2,1,0
2016,"41","839*A","Ivesia gordonii",95,70,-10,-10,18,6,33,0,0,15,3,1,0
2017,"41","839*A","Ivesia gordonii",95,70,-10,-10,0,0,0,0,1,18,-18,0,0
2014,"9","84*A","Lupinus argenteus",65,160,-10,-10,13,8,0,0,0,NA,NA,1,NA
2015,"9","84*A","Lupinus argenteus",65,160,-10,-10,0,0,0,0,1,13,-13,0,0
2014,"41","840*A","Lupinus argenteus",140,110,-10,-10,28,13,4,0,0,NA,NA,1,NA
2015,"41","840*A","Lupinus argenteus",140,110,-10,-10,0,0,0,0,1,28,-28,0,0
2014,"41","841*A","Lupinus argenteus",150,120,-10,-10,8,8,0,0,0,NA,NA,1,NA
2015,"41","841*A","Lupinus argenteus",150,120,-10,-10,9.5,4.5,0,0,0,8,1.5,1,0
2016,"41","841*A","Lupinus argenteus",150,120,-10,-10,2,1,0,0,0,9.5,-7.5,1,0
2017,"41","841*A","Lupinus argenteus",150,120,-10,-10,0,0,0,0,1,2,-2,0,0
2014,"41","842*A","Lupinus argenteus",155,125,-10,-10,11,5,0,0,0,NA,NA,1,NA
2015,"41","842*A","Lupinus argenteus",155,125,-10,-10,0,0,0,0,1,11,-11,0,0
2014,"41","843*A","Lupinus argenteus",160,135,-10,-10,6,4,0,0,0,NA,NA,1,NA
2015,"41","843*A","Lupinus argenteus",160,135,-10,-10,8,4.5,0,0,0,6,2,1,0
2016,"41","843*A","Lupinus argenteus",160,135,-10,-10,5.5,3,0,0,0,8,-2.5,1,0
2017,"41","843*A","Lupinus argenteus",160,135,-10,-10,0,0,0,0,1,5.5,-5.5,0,0
2014,"41","844*A","Lupinus argenteus",155,145,-10,-10,12,8,0,0,0,NA,NA,1,NA
2015,"41","844*A","Lupinus argenteus",155,145,-10,-10,16,7,0,0,0,12,4,1,0
2016,"41","844*A","Lupinus argenteus",155,145,-10,-10,7,5,0,0,0,16,-9,1,0
2017,"41","844*A","Lupinus argenteus",155,145,-10,-10,0,0,0,0,1,7,-7,0,0
2014,"41","845*A","Lupinus argenteus",150,150,-10,-10,18,13,2,0,0,NA,NA,1,NA
2015,"41","845*A","Lupinus argenteus",150,150,-10,-10,11,4,0,0,0,18,-7,1,0
2016,"41","845*A","Lupinus argenteus",150,150,-10,-10,11,6,0,0,0,11,0,1,0
2017,"41","845*A","Lupinus argenteus",150,150,-10,-10,0,0,0,0,1,11,-11,0,0
